Codigo,Entidad,Tipo,Nombre Software,Versión,URL,Estado,Años conformidad,Fec.Solicitud,Nota.Solicitud,Fec.Conformidad,Informe Tec.,SICOES,Detalle
393,Aduana Nacional,Renovación,SQL Server Estándar,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
394,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Sistema Operativo Microsoft Windows,OEM 10 o superior,https://www.microsoft.com,INFORME EMITIDO,0,25/07/2019,YPFB-PRS-GTIC-382/2019,26/07/2019,ADSIB-UGS/IT/0135/2019,No se encontraron registros en el SICOES,
395,Banco Central de Bolivia,Renovación,Sistema Operativo Microsoft Windows,10 Pro,https://www.microsoft.com,INFORME EMITIDO,1,12/08/2019,BCB-GSIS-SII-CE-2019-7,13/08/1969,ADSIB-UGS/IT/0143/2019,No se encontraron registros en el SICOES,
396,Fondo Nacional de Desarrollo Regional,Renovación,Software Antivirus Coorporativo,XG 3.1,https://la.trendmicro.com,INFORME EMITIDO,1,28/06/2019,DE-GGS-SI-RBB-3490-CAR/19,01/07/2019,ADSIB-UGS/IT/0116/2019,No se encontraron registros en el SICOES,
397,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,macOS Mojave,ultima,https://www.apple.com/la/macos/mojave/,INFORME EMITIDO,0,25/07/2019,YPFB-PRS-GTIC-382/2019,26/07/2019,ADSIB-UGS/IT/0135/2019,No se encontraron registros en el SICOES,
398,Autoridad de Supervisión del Sistema Financiero,Renovación,McAfee Complete Data Protection Advanced CDA,11.2,https://www.mcafee.com/enterprise/es-mx/products/complete-data-protection-advanced.html,INFORME EMITIDO,1,11/07/2019,ASFI/JTIC/R-140521/2019,15/07/2019,ADSIB-UGS/IT/0130/2019,No se encontraron registros en el SICOES,
399,Aduana Nacional,Suscripción,TeamViewer,Versión 14 o la última versión liberada por el fabricante,https://www.teamviewer.com,INFORME EMITIDO,1,22/07/2019,AN-PREDC-C-2054/2019,24/07/2019,ADSIB-UGS/IT/0134/2019,No se encontraron registros en el SICOES,
400,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,YOKOGAWA,ultima,http://www.yokogawa.com,INFORME EMITIDO,0,09/09/2019,YPFB-PRS-GTIC-435/2019,10/09/2019,ADSIB-UGS/IT/0167/2019,No se encontraron registros en el SICOES,
401,MINISTERIO DE HIDROCARBUROS,Renovación,ANTIVIRUS KASPERSKY,ADVANCED (200) + SECURITY FOR MAIL SERVER (180),https://latam.kaspersky.com/small-to-medium-business-security/endpoint-advanced,INFORME EMITIDO,1,22/08/2019,MH03991-DESP-0837,23/08/1969,ADSIB-UGS/IT/0153/2019,No se encontraron registros en el SICOES,
405,Agencia Nacional de Hidrocarburos,Suscripción,RED HAT ENTERPRISE LINUX  RHEL,"5,6,7,8",https://www.redhat.com/en,EN ESPERA DE NOTA,1,,,,,,
406,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Software Paradigm: Plataformas SeisEarth Skua y Geolog,últimas,https://www.pdgm.com/,INFORME EMITIDO,2,09/09/2019,YPFB-PRS-GTIC-435/2019,10/09/2019,ADSIB-UGS/IT/0167/2019,El cuce de la contratación original es 18-0513-00-894587-0-E no se encontraron registros de la renovación,
407,Ministerio de Justicia y Transparencia Interinstitucional,Renovación,Endpoint Security for Business Select,Endpoint Security 11.1,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,03/09/2019,MJTI-DESP N° 570/19,04/09/2019,ADSIB-UGS/IT/0162/2019,No se encontraron registros en el SICOES,
408,Autoridad General de Impugnación Tributaria,Renovación,Renovacion Antivirus,10.3.3.304,https://latam.kaspersky.com,INFORME EMITIDO,1,22/08/2019,GIT-1312/2019,22/08/1969,ADSIB-UGS/IT/0151/2019,No se encontraron registros en el SICOES,
409,Autoridad General de Impugnación Tributaria,Renovación,Renovación de Licencias UTM-IDP-Servicio Juniper anual de protección perimetral,1,https://www.juniper.net/support/downloads/?p=srx210#,INFORME EMITIDO,1,22/08/2019,GIT-1312/2019,22/08/1969,ADSIB-UGS/IT/0151/2019,Debido a que corresponde a una renovación se encontró el cuce 18 0169 00 858760 0 E de la presumiblemente sea la licitación original,
410,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Software IP,última,http://www.geoenergy-eg.com/ip-interactive-petrophysics/,INFORME EMITIDO,1,07/11/2019,YPFB-PRS-GTIC-499/2019,12/11/2019,ADSIB-UGS/IT/0215/2019,No se encontraron registros relacionados en el SICOES,
411,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Techlog,última,https://www.software.slb.com/products/techlog,INFORME EMITIDO,0,09/09/2019,YPFB-PRS-GTIC-435/2019,10/09/2019,ADSIB-UGS/IT/0167/2019,No se encontraron registros en el sicoes,
412,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Sistema Operativo Windows,Windows 10 Profesional o superior,https://www.microsoft.com,INFORME EMITIDO,1,09/09/2019,YPFB-PRS-GTIC-435/2019,10/09/2019,ADSIB-UGS/IT/0167/2019,No se encotraron registros en el SICOES,
413,Aduana Nacional,Soporte,ORACLE PREMIER SUPPORT,"Actualmente usamos la 9i, 11g y 12c, el soporte permite utilizar hasta la última vigente en su plataforma",https://www.oracle.com/support/index.html,INFORME EMITIDO,1,09/09/2019,AN-PREDC-C-2529,10/09/2019,ADSIB-UGS/IT/0165/2019,No se encontraron registro en el SICOES,
414,Autoridad de Supervisión del Sistema Financiero,Renovación,Suite de Seguridad,1,https://www.mcafee.com/enterprise/es-mx/products/endpoint-security.html,INFORME EMITIDO,1,20/09/2019,ASFI/JTIC/R-196314/2019,24/09/2019,ADSIB-UGS/IT/0180/2019,No se encontraron registros en el SICOES,
415,Autoridad Jurisdiccional Administrativa Minera,Renovación,Dr.Web Enterprise Security Suite,2019,https://www.drweb-av.es/?lng=es,INFORME EMITIDO,1,17/09/2019,AJAM/DESP/802-2019,17/09/2019,ADSIB-UGS/IT/0176/2019,No se encontraron registros en el SICOES,
416,FONABOSQUE,Renovación,Contabilidad Visual,2018,http://www.sucreb.com,INFORME EMITIDO,1,05/09/2019,FONBOSQUE/DGE/N° 531/2019,06/09/2019,ADSIB-UGS/IT/0164/2019,No se encontraron registros en el SICOES,
418,Banco Central de Bolivia,Otro,Kofax OmniPage Ultimate,Ultimate,https://www.kofax.com/Products/omnipage/ultimate,INFORME EMITIDO,1,31/10/2019,BCB-GADM-SGDB-DGD-CE-2019-143,04/11/2019,ADSIB-UGS/IT/0206/2019,No se encontraron registros en el SICOES,
419,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,@RISK DECISION TOOLS SUITE,7.6,https://www.palisade.com/decisiontools!!!_suite/default.asp,INFORME EMITIDO,1,05/11/2019,YPFB-PRS-GTIC-517/2019,06/11/2019,ADSIB-UGS/IT/0211/2019,No se encontraron registros en el SICOES,
420,Ministerio de Economia y Finanzas Públicas,Renovación,Antivirus Corporativo,x.y.z,http://www.sicoes.gob.bo,INFORME EMITIDO,1,28/11/2019,MEFP/DGAA/UTI N° 229/2019,29/11/2019,ADSIB-UGS/IT/0238/2019,No se encontraron registros en el SICOES al respecto,
422,Ministerio de Economia y Finanzas Públicas,Renovación,Software Oracle Premier Support,12,https://support.oracle.com,INFORME EMITIDO,1,28/11/2019,MEFP/DGAA/UTI N° 229/2019,29/11/2019,ADSIB-UGS/IT/0238/2019,No se encontraron registros en el SICOES al respecto,
423,Ministerio de Economia y Finanzas Públicas,Renovación,Sql Navigator for Oracle Xpert Edition,7.5,https://support.quest.com,INFORME EMITIDO,1,28/11/2019,MEFP/DGAA/UTI N° 229/2019,29/11/2019,ADSIB-UGS/IT/0238/2019,No se encontraron registros en el SICOES al respecto,
424,Ministerio de Economia y Finanzas Públicas,Renovación,Software Weblogic Server Standard Edition,12.2.1.3.0,https://support.oracle.com,INFORME EMITIDO,1,28/11/2019,MEFP/DGAA/UTI N° 229/2019,29/11/2019,ADSIB-UGS/IT/0238/2019,No se encontraron registros en el SICOES al respecto,
425,Registro Único para la Administración Tributaria Municipal,Suscripción,Kaspersky Endpoint Security for Business,SELECT,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,14/10/2019,RUAT N° 5834/2019,15/10/1969,ADSIB-UGS/IT/0194/2019,No se encontraron registros en el SICOES,
426,Yacimientos Petrolíferos Fiscales Bolivianos,Soporte,ICONICS – SCADA,Genesis 64,https://iconics.com,INFORME EMITIDO,1,08/11/2011,YPFB-PRS-GTIC-509/2019,08/11/2019,ADSIB-UGS/IT/0214/2019,No se encontraron registros en el SICOES que corresoponda a la presente solicitud,
427,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,KINGDOM,8.7 y 8.8,https://kingdom.ihs.com/,INFORME EMITIDO,1,05/11/2019,YPFB-PRS-GTIC-517/2019,06/11/2019,ADSIB-UGS/IT/0211/2019,No se encontraron registros en el SICOES,
428,Autoridad Jurisdiccional Administrativa Minera,Soporte,ARCGIS,10,https://www.esri.com/es-es,INFORME EMITIDO,1,05/12/2019,AJAM/DESP/1006-2019,06/12/2019,ADSIB-UGS/IT/0244/2019,18-0190-00-909077-0-E,
429,FONABOSQUE,Renovación,Antivirus Kaspersky,version 11.0/2019,https://latam.kaspersky.com/,INFORME EMITIDO,1,23/10/2019,FONBOSQUE/DGE/N°628/2019,23/10/2019,ADSIB-UGS/IT/0200/2019,,
43,Registro Único para la Administración Tributaria Municipal,Adquisición,Kaspersky Endpoint Security for Business,SELECT,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,31/10/2017,ADSIB/DE/0504/2017,31/10/2017,ADSIB-UIS/IT/0038/2017,,
430,Contraloria General del Estado,Renovación,VCenter Server 6 Standard,6 Standard,https://www.vmware.com/,INFORME EMITIDO,1,29/10/2019,CGE/GNAF/OF-232/2019,30/10/2019,ADSIB-UGS/IT/0204/2019,,
431,Contraloria General del Estado,Renovación,VSphere 6 Standard,6 Standard,https://www.vmware.com/,INFORME EMITIDO,1,30/10/2019,CGE/GNAF/OF-232/2019,30/10/2019,ADSIB-UGS/IT/0204/2019,,
432,Contraloria General del Estado,Renovación,Kaspersky Endpoint Security for Businnes,11.0.0.1131,https://latam.kaspersky.com/home-security,INFORME EMITIDO,1,30/10/2019,CGE/GNAF/OF-232/2019,30/10/2019,ADSIB-UGS/IT/0204/2019,,
433,Banco Central de Bolivia,Renovación,Stata,16,https://www.stata.com/,INFORME EMITIDO,1,20/11/2019,BCB-GEF-SASF-DAN-CE-2019-17,21/11/2019,ADSIB-UGS/IT/0231/2019,No se encontraron registros en el SICOES,
434,Gobierno Autónomo Municipal de Cochabamba,Adquisición,Panda Adaptive Defense 360 Aether Plataform,8.00.12.00,https://www.pandasecurity.com/rfiles/newhome2016/micrositeAD/resources/Datasheets/Panda!!!!!!!_Adaptive!!!!!!!_Defense!!!!!!!_360!!!!!!!_Solution!!!!!!!_brief!!!!!!!_SP.PDF,INFORME EMITIDO,1,05/03/2020,ADSIB-UGS/IT/0076/2020,30/04/2020,ADSIB-UGS/IT/0076/2020,,
437,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,Mcafee Endpoint Protection and Mcafee Web Protection Suite,"10, 7.8 y/o superior",https://www.mcafee.com/enterprise/es-es/products/endpoint-security,INFORME EMITIDO,1,04/11/2019,APS-EXT.I.USC/4700/2019,08/11/2019,ADSIB-UGS/IT/0212/2019,19-0313-00-999678-1-1,
438,Servicio Estatal de Autonomías,Renovación,UNIFIED THREAT MANAGEMENT Gestión Unificada de Amenazas,12.1X46-D35.1,https://www.juniper.net/us/en/products-services/what-is/utm/,INFORME EMITIDO,1,22/11/2019,SEA-DE-CE-UAA N° 404/2019,26/11/2019,ADSIB-UGS/IT/0235/2019,No se encontraton registros en el SICOES al respecto,
439,Servicio Estatal de Autonomías,Renovación,KASPERSKY ENDPOINT SECURITY FOR BUSINESS-SELECT,10.0.3.407,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,22/11/2019,SEA-DE-CE-UAA N° 404/2019,26/11/2019,ADSIB-UGS/IT/0235/2019,No se encontraton registros en el SICOES al respecto,
440,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,Sophos UTM 9,9.504-1,https://www.sophos.com/es-es/products/unified-threat-management.aspx,INFORME EMITIDO,1,18/01/2019,APS-EXT.I.USC/4860/2019,21/11/2019,ADSIB-UGS/IT/0232/2019,No se encontraron registros en el SICOES,
441,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Database Enterprise Edition,12.2.0,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,27/11/2019,RUAT/6596/2019,28/11/2019,ADSIB-UGS/IT/0237/2019,No se encontraron registros en el SICOES que se relacionen,
442,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Diagnostics Management Pack,12.2.0,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,27/11/2019,RUAT/6596/2019,28/11/2019,ADSIB-UGS/IT/0237/2019,No se encontraron registros en el SICOES que se relacionen,
443,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Tunning Management Pack,12.2.0,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,27/11/2019,RUAT/6596/2019,28/11/2019,ADSIB-UGS/IT/0237/2019,No se encontraron registros en el SICOES que se relacionen,
444,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Database Enterprise Edition - Licencia nominal,12.2.0,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,27/11/2019,RUAT/6596/2019,28/11/2019,ADSIB-UGS/IT/0237/2019,No se encontraron registros en el SICOES que se relacionen,
445,Registro Único para la Administración Tributaria Municipal,Renovación,IBM Infosphere Guardium,11,https://www.ibm.com/developerworks/data/library/dmmag/DMMag!!!_2010!!!_Issue3/FeatureGuardium/index.html,INFORME EMITIDO,1,26/11/2019,RUAT N° 6577/2019,26/11/2019,ADSIB-UGS/IT/0236/2019,No se encontraron registros en el SICOES,
446,Banco Central de Bolivia,Renovación,LUMION PRO,10,https://www.lumion.es/producto/,INFORME EMITIDO,1,05/12/2019,BCB-GADM-SSG-DMMI-CE-2019-111,06/12/2019,ADSIB-UGS/IT/0243/2019,No se encontraron registros que coincidan en el SICOES,
447,Registro Único para la Administración Tributaria Municipal,Renovación,EDB Postgres Advanced Server,11,https://www.enterprisedb.com/,INFORME EMITIDO,1,04/12/2019,RUAT/6817/2019,05/12/2019,ADSIB-UGS/IT/0241/2019,No se encontraron registros que coincidan en el SICOES,
448,Registro Único para la Administración Tributaria Municipal,Renovación,SAP BusinessObjects BI Edge Edition CS,4.1,https://support.sap.com/en/index.html,INFORME EMITIDO,1,04/12/2019,RUAT/6817/2019,05/12/2019,ADSIB-UGS/IT/0241/2019,No se encontraron registros que coincidan en el SICOES,
449,Banco Central de Bolivia,Renovación,Matlab,R2019b,https://la.mathworks.com/,INFORME EMITIDO,5,18/12/2019,BCB-APEC-SIE-CE-2019-95,20/12/2019,ADSIB-UGS/IT/0251/2019,No se encontraron registros relacionados en el SICOES,
451,Ministerio de Economia y Finanzas Públicas,Suscripción,Cisco Hyperflex HX Data Platform,4.0.1b-33133,https://www.cisco.com,INFORME EMITIDO,1,20/01/2020,MEFP/DGAA/UTI N°17/2020,21/01/2020,ADSIB-UGS/IT/0028/2020,No se encontraron registros en el SICOES,
454,Dirección General de Migración,Adquisición,MÓDULOS COMPLEMENTARIOS A LA INFRAESTRUCTURA PKI CVCA SPOC NPKD DVCA-ISO LICENCIAS PARA  Y RECUPERACIÓN DE DESASTRES,1.0,http://www.migracion.gob.bo/,INFORME EMITIDO,3,31/01/2020,D.G.M./D.R.S./05/2020,03/02/2020,ADSIB-UGS/IT/0038/2020,No se encontraron registros en el SICOES,
457,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ANTIVIRUS KASPERSKY,ultima,https://latam.kaspersky.com/,EN ESPERA DE NOTA,1,,,,,,
458,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Checkpoint,GAIA 8.30,https://www.checkpoint.com,EN ESPERA DE NOTA,1,,,,,,
459,Banco Central de Bolivia,Renovación,Sistema Operativo Microsoft Windows,10 Pro,https://www.microsoft.com,INFORME EMITIDO,1,27/02/2020,BCB-GSIS-SII-CE-2020-2,30/04/2020,ADSIB-UGS/IT/0077/2020,,
461,Servicio de Impuestos Nacionales,Suscripción,Tenable.sc,Ultima,https://es-la.tenable.com/data-sheets/tenable-sc,INFORME EMITIDO,1,13/03/2020,SIN/PE/GG/GTIC/NOT/102/2020,30/04/2020,ADSIB-UGS/IT/0075/2020,,
462,Registro Único para la Administración Tributaria Municipal,Suscripción,Adobe InDesign,15.0.1,https://helpx.adobe.com/es/indesign/release-notes.html,INFORME EMITIDO,1,26/02/2020,RUAT N° 1051/2020,30/04/2020,ADSIB-UGS/IT/0074/2020,,
463,Banco Central de Bolivia,Adquisición,VMware vSphere,6,http://www.vmware.com,INFORME EMITIDO,1,10/03/2020,BCB-GSIS-SII-CE-2020-4,30/04/2020,ADSIB-UGS/IT/0073/2020,,
465,Servicio de Impuestos Nacionales,Suscripción,Tenable.io Web App Scanning,Ultima versión,https://es-la.tenable.com/products/tenable-io/web-application-scanning,INFORME EMITIDO,1,13/03/2020,SIN/PE/GG/GTIC/NOT/102/2020,30/04/2020,ADSIB-UGS/IT/0075/2020,,
466,Plan Nacional de Empleo – Ministerio de Planificación del Desarrollo,Adquisición,Antivirus G DATA,14.3,https://www.gdata.es/,EN ESPERA DE NOTA,1,,,,,,
467,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,EDT ANDMARK DE HALLIBURTON,ultima,https://www.landmark.solutions/,INFORME EMITIDO,1,15/10/2020,YPFB-PRS-GTIC N°256/2020,19/10/2020,ADSIB-UGS/IT/0277/2020,,
468,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Techlog,última,https://www.software.slb.com/products/techlog,INFORME EMITIDO,1,28/09/2020,YPFB-PRS-GTIC-185/2020,28/09/2020,ADSIB-UGS/IT/0245/2020,No se encontraron registros en el SICOES,
469,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,MESA EXPERT,última,https://www.iongeo.com/Operations!!!_Optimization/Survey!!!_Design!!!_and!!!_Planning/,INFORME EMITIDO,1,28/09/2020,YPFB-PRS-GTIC-185/2020,28/09/2020,ADSIB-UGS/IT/0245/2020,No se encontraron registros en el SICOES,
470,Registro Único para la Administración Tributaria Municipal,Suscripción,Adobe After Effects,Versión 17.0.4  o superior,https://helpx.adobe.com/es/after-effects/kb/fixed-issues.html,EN ESPERA DE NOTA,1,,,,,,
471,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Petrel,última,https://www.software.slb.com/products/petrel,INFORME EMITIDO,1,14/10/2020,YPFB-PRS-GTIC N°257/2020,15/10/2020,ADSIB-UGS/IT/0275/2020,No se encontraron registros en el SICOES,
472,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR Cell Manager Win HP Data Prot Stater Pack Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6961BA.htm,EN ESPERA DE NOTA,1,,,,,,
473,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR On line ext Win HP Data Prot On-line Backup Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6965BA.htm,EN ESPERA DE NOTA,1,,,,,,
474,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prot One Drv UNIX/NAS/SAN LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6953AA.htm,EN ESPERA DE NOTA,1,,,,,,
475,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prt drive ext UNIX/NAS/SAN E-LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6953AAE.htm,EN ESPERA DE NOTA,1,,,,,,
476,Servicio de Impuestos Nacionales,Suscripción,Microsoft Teams,Ultima versión,https://www.microsoft.com/en-ww/microsoft-365/business/office-365-enterprise-e1-business-software?market=bo,INFORME EMITIDO,1,02/06/2020,SIN/PE/GG/GTIC/NOT/129/2020,20/07/2020,ADSIB-UGS/IT/0171/2020,No se encontraron registros en el SICOES,
477,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,Petrel,Petrel,https://www.software.slb.com/products/petrel,EN ESPERA DE NOTA,1,,,,,,
478,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SUITE PETREL,última,https://connect.slb.com/connect-with-us.aspx,INFORME EMITIDO,1,28/09/2020,YPFB-PRS-GTIC N°258/2020,28/09/2020,ADSIB-UGS/IT/0246/2020,No se encontraron registros en el SICOES,
479,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,@RISK DECISIÓN TOOLS SUITE,7.6,https://www.palisade.com/decisiontools!!!_suite/default.asp,INFORME EMITIDO,1,14/10/2020,YPFB-PRS-GTIC N°257/2020,15/10/2020,ADSIB-UGS/IT/0275/2020,No se encontraron registros en el SICOES,
480,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PETROPHYSIC IP,última,http://www.lr.org/en/ip,INFORME EMITIDO,1,28/09/2020,YPFB-PRS-GTIC N°258/2020,28/09/2020,ADSIB-UGS/IT/0246/2020,No se encontraron registros en el SICOES,
481,Dirección General de Aeronáutica Civil,Renovación,Feature Key,12.5.3.B616762,https://www.watchguard.com/wgrd-products/total-security-suite,INFORME EMITIDO,2,26/05/2020,DAF-0527/2020 - DGAC/001198/2020,27/05/2020,ADSIB-UGS/IT/0113/2020,,
482,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PETROMOD,última,https://www.software.slb.com/products/petromod,INFORME EMITIDO,1,29/07/2021,ADSIB-UID/IT/0066/2021,01/02/2021,ADSIB-UID/IT/0010/2021,,
483,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ENGINEER´S DESKTOP Y LITHOTECT-HALLIBURTON,última,https://www.landmark.solutions/,INFORME EMITIDO,1,15/10/2020,YPFB-PRS-GTIC N°256/2020,19/10/2020,ADSIB-UGS/IT/0277/2020,,
485,Banco Central de Bolivia,Adquisición,AIX - PowerVM,7.2 - PowerVM Enterprise,https://www.ibm.com/pe-es/products/software?lnk=STW!!!!!!!_US!!!!!!!_HHP!!!!!!!_NAV!!!!!!!_TL&lnk2=learn!!!!!!!_SHP&psrc=none&pexp=def,INFORME EMITIDO,3,16/06/2020,BCB-GSIS-SII-CE-2020-5,16/06/2020,ADSIB-UGS/IT/0129/2020,,
486,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR Cell Manager Win HP Data Prot Stater Pack Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6961BA.htm,INFORME EMITIDO,1,01/07/2020,RUAT N° 2080/2020,01/07/2020,ADSIB-UGS/IT/0147/2020,,
487,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR On line ext Win HP Data Prot On-line Backup Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6965BA.htm,INFORME EMITIDO,1,29/06/2020,RUAT N° 2080/2020,01/07/2020,ADSIB-UGS/IT/0147/2020,,
488,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prot One Drv UNIX/NAS/SAN LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6953AA.htm,INFORME EMITIDO,1,29/06/2020,RUAT N° 2080/2020,01/07/2020,ADSIB-UGS/IT/0147/2020,,
489,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prt drive ext UNIX/NAS/SAN E-LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6953AAE.htm,INFORME EMITIDO,1,29/06/2020,RUAT N° 2080/2020,01/07/2020,ADSIB-UGS/IT/0147/2020,,
491,Banco Central de Bolivia,Renovación,IBM Informix  - Base de Datos,12.10,https://www.ibm.com/mx-es/marketplace/informix-enterprise,INFORME EMITIDO,2,16/06/2020,BCB-GSIS-SII-CE-2020-6,16/06/2020,ADSIB-UGS/IT/0128/2020,18-0951-00-848994-1-1  que corresponde a una compra de servicio realizada el 2018,
492,Registro Único para la Administración Tributaria Municipal,Soporte,Servicio de soporte y actualización FORTIANALYZER-VM,6.2.5,https://www.fortinet.com/content/dam/fortinet/assets/data-sheets/FortiAnalyzer.pdf,INFORME EMITIDO,1,30/06/2020,RUAT N°2106/2020,01/07/2020,ADSIB-UGS/IT/0148/2020,,
493,Servicio de Impuestos Nacionales,Soporte,Nessus Manager,8.10,https://www.tenable.com/sites/drupal.dmz.tenablesecurity.com/files/datasheets/NessusManager-(DS)-EsLa.pdf,INFORME EMITIDO,1,26/06/2020,SIN/PE/GG/CTIC/NOT/174/2020,27/06/2020,ADSIB-UGS/IT/0138/2020,,
494,Registro Único para la Administración Tributaria Municipal,Soporte,Cisco Identity Services Engine ISE,2.1.0.474,https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,INFORME EMITIDO,1,30/06/2020,RUAT N°2106/2020,01/07/2020,ADSIB-UGS/IT/0148/2020,,
495,Registro Único para la Administración Tributaria Municipal,Soporte,Wide Area Application Services WAAS  consola de administración,6.2.3a b32,https://www.cisco.com/c/en/us/products/routers/wide-area-application-services/index.html,INFORME EMITIDO,1,30/06/2020,RUAT N°2106/2020,01/07/2020,ADSIB-UGS/IT/0148/2020,,
496,Registro Único para la Administración Tributaria Municipal,Soporte,VMWARE vSphere sistema Operativo,6,https://www.vmware.com/latam/products/vsphere.html,INFORME EMITIDO,1,30/06/2020,RUAT N°2106/2020,01/07/2020,ADSIB-UGS/IT/0148/2020,,
497,Registro Único para la Administración Tributaria Municipal,Soporte,cisco FIREPOWER FIREPOWER MANAGEMENT CENTER,6.2.2 (build 81),https://www.cisco.com/c/es!!!_mx/products/security/asa-firepower-services/index.html,INFORME EMITIDO,1,30/06/2020,RUAT N°2106/2020,01/07/2020,ADSIB-UGS/IT/0148/2020,,
498,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,EDT LANDMARK,ultima,https://www.landmark.solutions/,INFORME EMITIDO,1,28/09/2020,YPFB-PRS-GTIC N°258/2020,28/09/2020,ADSIB-UGS/IT/0246/2020,No se encontraron registros en el SICOES,
499,Instituto Nacional de Estadística,Renovación,ESET SECURE BUSSINES,7.0.13.0,https://www.eset.com/es/empresas/secure-business/,INFORME EMITIDO,1,30/06/2020,INE-DGE-DICIE N° 475/2020,01/07/2020,ADSIB-UGS/IT/0146/2020,,
500,Aduana Nacional,Renovación,AutoCAD,2021,https://www.autodesk.com,INFORME EMITIDO,1,17/08/2020,AN-PREDC-C-1307/2020,17/08/2020,ADSIB-UGS/IT/0202/2020,No se encontraron registros en el SICOES,
501,Fondo Nacional de Desarrollo Regional,Renovación,Antivirus Trend Corporativo,12,https://www.trendmicro.com/,INFORME EMITIDO,2,09/07/2020,GGS-SI-RBB-3348-CAR/2020,15/07/2020,ADSIB-UGS/IT/0169/2020,,
